,sentence,label,stripped sentence,predict_region,predict_label,predict_country,predict_city,region,country,city,Aleppo,Algiers,Alexandria,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddha,Jerusalem,Khartoum,Mosul,Modern Standard Arabic,Muscat,Rabat,Riyadh,Salt,Sana'a,Sfax,Tripoli,Tunis,sentence tokens,length of sentence
40,مش زي الام الأمريكية يللي رمت بولدها المتوحد في البحيرة بارادتها وكامل قواها العقلية وهربت عنه وخلاته يموت وحده,TUN,مش زي الام الأمريكية يللي رمت بولدها المتوحد في البحيرة بارادتها وكامل قواها العقلية وهربت عنه وخلاته يموت وحده,Maghreb,BEN,Libya,Benghazi,Maghreb,Tunisia,Tunis,4.2494383261274635e-05,6.281059588683251e-07,0.00010958134093389964,0.014204892726696852,0.009116248922648987,3.955645977644317e-05,0.000265805692410134,1.7255499396998788e-05,0.6425977557013439,0.24842411432431016,0.0037578558859202985,0.0005380550639237913,2.440074684523162e-07,0.0168159041443848,0.05242392834921524,0.00038689203219848445,3.1750235333980843e-07,1.594494321379992e-07,0.0004447032429001961,5.224076334916308e-08,0.0005460945653985491,0.006117281438436781,0.0001080249977181666,1.1148716890281785e-06,0.004040272320184789,7.667312750037182e-07,"['مش', 'زي', 'الام', 'الأمريكية', 'يللي', 'رمت', 'بولدها', 'المتوحد', 'في', 'البحيرة', 'بارادتها', 'وكامل', 'قواها', 'العقلية', 'وهربت', 'عنه', 'وخلاته', 'يموت', 'وحده']",19
41,ولما اكتشفو جريمتها وواجهوها بللي عملاتو لولدها قالت حجتها الواهية انه ولدها أصبح عبئ عليها من بعد أزمة الكورونا وعلى أساس قررت انها تموته باش يكون في مكان أفضل حسب خيالها,TUN,ولما اكتشفو جريمتها وواجهوها بللي عملاتو لولدها قالت حجتها الواهية انه ولدها أصبح عبئ عليها من بعد أزمة الكورونا وعلى أساس قررت انها تموته باش يكون في مكان أفضل حسب خيالها,Nile Basin,CAI,Egypt,Cairo,Maghreb,Tunisia,Tunis,0.00041172588259858704,0.0009246582016249801,0.0008743860812609057,0.009267588323109237,0.0045461230033799005,8.597326559580158e-05,9.647767006071449e-05,7.331645215829675e-05,0.0013716883058564455,0.771143426082885,0.0033873470321254275,0.00020993063973172608,9.956498470734635e-06,0.010478680978976628,0.16674966741493796,0.0028390535623373787,6.705262840272711e-06,0.00015641104793725805,0.018313731867379116,3.3292267103596146e-06,0.002097785753211982,0.003193945483066084,0.0004728944083582385,9.088731661433744e-05,0.003135445234528059,5.886500424439872e-05,"['ولما', 'اكتشفو', 'جريمتها', 'وواجهوها', 'بللي', 'عملاتو', 'لولدها', 'قالت', 'حجتها', 'الواهية', 'انه', 'ولدها', 'أصبح', 'عبئ', 'عليها', 'من', 'بعد', 'أزمة', 'الكورونا', 'وعلى', 'أساس', 'قررت', 'انها', 'تموته', 'باش', 'يكون', 'في', 'مكان', 'أفضل', 'حسب', 'خيالها']",31
42,في زمن الكورونا البنات ولاو يعشقو الذكر اللي يصبغ شعرو و يلبس بلوطة و يريقل حواجبو شاب تونسي صاحب صوت خيالي,TUN,في زمن الكورونا البنات ولاو يعشقو الذكر اللي يصبغ شعرو و يلبس بلوطة و يريقل حواجبو شاب تونسي صاحب صوت خيالي,Maghreb,TUN,Tunisia,Tunis,Maghreb,Tunisia,Tunis,9.258220310108071e-06,0.001571799663276868,5.044083277200404e-07,9.855007919258792e-05,4.722835776077343e-06,5.496489204019448e-06,1.415854161355713e-05,0.00014538759585276987,0.0005687756167089288,3.262377919899588e-05,2.925788320295978e-05,0.00014715747414555715,9.549621083234359e-07,0.00010979839862030282,0.000432495532955289,0.0005400003693491922,5.619867497982036e-06,2.9228902249145915e-08,3.8949388691622084e-05,4.892184186726483e-06,0.0008625621891501165,0.009285583676194866,7.471867251153585e-05,0.06743615406041326,0.000256885036921424,0.918323663845687,"['في', 'زمن', 'الكورونا', 'البنات', 'ولاو', 'يعشقو', 'الذكر', 'اللي', 'يصبغ', 'شعرو', 'و', 'يلبس', 'بلوطة', 'و', 'يريقل', 'حواجبو', 'شاب', 'تونسي', 'صاحب', 'صوت', 'خيالي']",21
43,علاش راكم تديرو لبلادكم هكذا علاش علاش راكم تقسمو في بلادكم شوفو لسوريا وليبيا والعراق علاش تبعو في العملاء كل مجموعة تسيرها دولة حتى تتقسم تونس الشقيقة,TUN,علاش راكم تديرو لبلادكم هكذا علاش علاش راكم تقسمو في بلادكم شوفو لسوريا وليبيا والعراق علاش تبعو في العملاء كل مجموعة تسيرها دولة حتى تتقسم تونس الشقيقة,Maghreb,SFX,Tunisia,Sfax,Maghreb,Tunisia,Tunis,7.318859379286064e-07,0.15064934397152527,4.196558685648064e-08,4.6602696618958715e-07,1.450910896926342e-07,8.114269085625412e-07,6.217856995596647e-07,2.9698451393656233e-07,2.3917975258900024e-05,4.975305376935967e-07,1.1531113676088546e-06,2.581741737610429e-06,0.0004973761242674464,7.691118792807191e-06,6.833519996007645e-07,6.137566535876097e-07,1.9117238602840468e-07,6.271148936361682e-08,3.0319415373161618e-06,0.07861026650168992,6.256965317849631e-06,2.169471161242558e-06,2.0721338586002675e-06,0.759534787727514,0.0005549695048658125,0.010099218021336709,"['علاش', 'راكم', 'تديرو', 'لبلادكم', 'هكذا', 'علاش', 'علاش', 'راكم', 'تقسمو', 'في', 'بلادكم', 'شوفو', 'لسوريا', 'وليبيا', 'والعراق', 'علاش', 'تبعو', 'في', 'العملاء', 'كل', 'مجموعة', 'تسيرها', 'دولة', 'حتى', 'تتقسم', 'تونس', 'الشقيقة']",27
44,ونعم الام مش زي الام الأمريكية يللي رمت بولدها المتوحد في البحيرة بارادتها وكامل قواها العقلية وهربت عنه وخلاته يموت وحده.. ولما اكتشفو جريمتها وواجهوها بللي عملاتو لولدها,TUN,ونعم الام مش زي الام الأمريكية يللي رمت بولدها المتوحد في البحيرة بارادتها وكامل قواها العقلية وهربت عنه وخلاته يموت وحده ولما اكتشفو جريمتها وواجهوها بللي عملاتو لولدها,Nile Basin,CAI,Egypt,Cairo,Maghreb,Tunisia,Tunis,1.900843151588437e-05,5.66480950070084e-07,0.00013159522036532338,0.0011406245969327927,0.011703976627891162,1.3228137029372266e-05,1.608128512330581e-05,7.285239281736839e-06,0.0017005992084332042,0.9666763098985681,0.0006918868895796469,7.54373730274506e-05,2.23184825819958e-07,0.0012198240370433816,0.014485644822090638,0.00019192140803273375,2.975712306386076e-07,1.3086099476385047e-07,6.317303285469898e-05,1.0629090990472367e-07,5.917927492664156e-05,0.0007461000915556287,5.062314255195331e-05,1.1716114297757039e-06,0.001004498122046964,5.071608083512905e-07,"['ونعم', 'الام', 'مش', 'زي', 'الام', 'الأمريكية', 'يللي', 'رمت', 'بولدها', 'المتوحد', 'في', 'البحيرة', 'بارادتها', 'وكامل', 'قواها', 'العقلية', 'وهربت', 'عنه', 'وخلاته', 'يموت', 'وحده', 'ولما', 'اكتشفو', 'جريمتها', 'وواجهوها', 'بللي', 'عملاتو', 'لولدها']",28
45,قالت حجتها الواهية انه ولدها أصبح عبئ عليها من بعد أزمة الكورونا وعلى أساس قررت انها تموته باش يكون في مكان أفضل حسب خيالها,TUN,قالت حجتها الواهية انه ولدها أصبح عبئ عليها من بعد أزمة الكورونا وعلى أساس قررت انها تموته باش يكون في مكان أفضل حسب خيالها,Gulf,MUS,Oman,Muscat,Maghreb,Tunisia,Tunis,0.0002804774875585003,0.0020433816561979566,8.087604772064755e-05,0.007517886052881819,0.0001610565097406162,6.952927546319047e-05,6.384036514249987e-05,2.6309108871028148e-05,0.25193886725671744,0.0017895790260781229,0.003092776695432162,0.0003061592823023962,1.2352264910403412e-05,0.019471201017886127,0.06277824969802796,0.007226334137403336,4.097101931372166e-06,0.0012087387114785603,0.6149435730029421,1.2286359872892952e-06,0.01760295697032709,0.0035880384077861607,0.00034743331864597047,7.953244561563872e-05,0.00528408367547254,8.144184747934505e-05,"['قالت', 'حجتها', 'الواهية', 'انه', 'ولدها', 'أصبح', 'عبئ', 'عليها', 'من', 'بعد', 'أزمة', 'الكورونا', 'وعلى', 'أساس', 'قررت', 'انها', 'تموته', 'باش', 'يكون', 'في', 'مكان', 'أفضل', 'حسب', 'خيالها']",24
46,الصويردات مشاو على رواحهم يرحم والديك هبّطها راو تاعب بارش مسكين و ما لقاش شكون ياقف معاه ؛ خلّي صوتو يوصل,TUN,الصويردات مشاو على رواحهم يرحم والديك هبّطها راو تاعب بارش مسكين و ما لقاش شكون ياقف معاه  خلّي صوتو يوصل,Maghreb,SFX,Tunisia,Sfax,Maghreb,Tunisia,Tunis,6.7791003909135504e-09,3.84474018058738e-07,2.8285742184970693e-10,1.4150518479989676e-08,1.3028417702041488e-09,1.4725821902774193e-08,2.78602392775499e-08,4.430157442658853e-09,3.2738999727949997e-07,6.045020606618783e-09,1.7338732934762378e-08,2.9714495766891828e-08,1.8225956767681637e-09,2.6180012408386636e-08,8.565820820114845e-08,9.613136507324425e-09,3.183277819310598e-09,2.2578630510224976e-11,1.421416744350754e-08,2.023042369063013e-08,1.024710237577363e-07,2.3923519499002116e-07,9.832813294486766e-08,0.9991639725531424,5.959572187491582e-07,0.0008339960370854362,"['الصويردات', 'مشاو', 'على', 'رواحهم', 'يرحم', 'والديك', 'هبّطها', 'راو', 'تاعب', 'بارش', 'مسكين', 'و', 'ما', 'لقاش', 'شكون', 'ياقف', 'معاه', 'خلّي', 'صوتو', 'يوصل']",20
47,إن شاء الله أي واحد يشوف التصاور هاذم و النساء الي ظهوراتها مقوسة يعاود يخمم ألف مرة قبل ما يلوح حاجة في الشارع,TUN,إن شاء الله أي واحد يشوف التصاور هاذم و النساء الي ظهوراتها مقوسة يعاود يخمم ألف مرة قبل ما يلوح حاجة في الشارع,Maghreb,SFX,Tunisia,Sfax,Maghreb,Tunisia,Tunis,1.970265297074401e-09,1.7577842819690662e-06,1.1644606558198105e-09,7.901482408546022e-09,7.347398232316419e-09,3.929957035884545e-08,1.9163649887944085e-08,4.787734087119708e-09,1.3005923338524246e-05,1.581213831524383e-08,1.2867565616279418e-08,4.781174652640883e-08,6.688396448836801e-09,1.081168453572078e-07,9.052513130027606e-09,2.997325147846876e-08,6.809958705860023e-10,2.7394680039195424e-09,6.68223098214177e-08,8.38139314635084e-09,7.828890266505584e-08,1.6337247088877717e-08,1.498132138847168e-08,0.9995868123846641,1.418928331232075e-06,0.0003965047907283254,"['إن', 'شاء', 'الله', 'أي', 'واحد', 'يشوف', 'التصاور', 'هاذم', 'و', 'النساء', 'الي', 'ظهوراتها', 'مقوسة', 'يعاود', 'يخمم', 'ألف', 'مرة', 'قبل', 'ما', 'يلوح', 'حاجة', 'في', 'الشارع']",23
48,راجل سيد الرجال ربي يعينك نشالله حشاك انتي عون بلدي انتي الي بلاش بيك دود ياكلنا والزبال هوا في مخو ومنطقو وقلة تربية متاعهم الله وانتي الله يعنيك بلادك كلبة وناسها اللطف,TUN,راجل سيد الرجال ربي يعينك نشالله حشاك انتي عون بلدي انتي الي بلاش بيك دود ياكلنا والزبال هوا في مخو ومنطقو وقلة تربية متاعهم الله وانتي الله يعنيك بلادك كلبة وناسها اللطف,Maghreb,SFX,Tunisia,Sfax,Maghreb,Tunisia,Tunis,6.730356461027036e-10,2.3257703016811344e-07,3.1335117531399835e-11,1.6229222439063469e-09,1.728730677346172e-09,2.1068668257107115e-08,2.2117249224842373e-08,1.7092268441010714e-09,6.959072441741892e-08,7.210405853174906e-09,2.2609088320686234e-09,2.1560151814312052e-08,6.679578483064561e-09,2.351300660435803e-08,2.636959114688731e-09,2.6260326092101556e-09,2.5223512175397503e-09,5.3588274916898384e-11,5.169067680291684e-09,2.0509584935570538e-08,6.983875986544472e-09,9.661920285332344e-09,1.021348803059178e-08,0.9999720354813559,2.029996645462536e-06,2.5461802156427625e-05,"['راجل', 'سيد', 'الرجال', 'ربي', 'يعينك', 'نشالله', 'حشاك', 'انتي', 'عون', 'بلدي', 'انتي', 'الي', 'بلاش', 'بيك', 'دود', 'ياكلنا', 'والزبال', 'هوا', 'في', 'مخو', 'ومنطقو', 'وقلة', 'تربية', 'متاعهم', 'الله', 'وانتي', 'الله', 'يعنيك', 'بلادك', 'كلبة', 'وناسها', 'اللطف']",32
49,توة عندي أكثر من جمعتين كل من نوصل ولدي يقرأ نرا مرا الصباح شدا ولدها تكركر فيه بش تهزو يقرأ بالسيف و كي توصل قدام المكتب الطفل يدز أمو و يهرب يجري لا يخاف لا من كراهب ولا من حتى شيء المهم يهرب من المكتب حبيت نسألها,TUN,توة عندي أكثر من جمعتين كل من نوصل ولدي يقرأ نرا مرا الصباح شدا ولدها تكركر فيه بش تهزو يقرأ بالسيف و كي توصل قدام المكتب الطفل يدز أمو و يهرب يجري لا يخاف لا من كراهب ولا من حتى شيء المهم يهرب من المكتب حبيت نسألها,Maghreb,SFX,Tunisia,Sfax,Maghreb,Tunisia,Tunis,5.0635718898398237e-08,0.11138468660617346,1.1053929509077435e-08,9.575498699443979e-08,1.0692379263002702e-07,3.330260442143655e-07,2.4030085439875254e-07,1.3745114914832533e-07,5.1751333427249855e-06,3.154798887693083e-07,1.403443997472737e-07,1.0248513259726328e-07,6.485385674902852e-07,5.060155917509097e-06,3.507067668420805e-07,5.098415971470168e-07,6.054051618555807e-08,3.030420974447782e-07,3.798773960539312e-06,2.9716242738909257e-06,3.671126825657748e-06,1.2796881007299267e-06,2.5210246927985746e-07,0.8832691989711883,1.327260415790485e-05,0.005307227088148012,"['توة', 'عندي', 'أكثر', 'من', 'جمعتين', 'كل', 'من', 'نوصل', 'ولدي', 'يقرأ', 'نرا', 'مرا', 'الصباح', 'شدا', 'ولدها', 'تكركر', 'فيه', 'بش', 'تهزو', 'يقرأ', 'بالسيف', 'و', 'كي', 'توصل', 'قدام', 'المكتب', 'الطفل', 'يدز', 'أمو', 'و', 'يهرب', 'يجري', 'لا', 'يخاف', 'لا', 'من', 'كراهب', 'ولا', 'من', 'حتى', 'شيء', 'المهم', 'يهرب', 'من', 'المكتب', 'حبيت', 'نسألها']",47
50,أما بحكم إنو ماناش فرد مكتب كي نبدي راجعة ما نراهاش ياخي ليوم ريتها و كي العادة ولدها يبكي بالشهقة مشيتلو قتلو علاش تبكي قالي قلها تسيبني نحب نهرب وما نحبش نمشي نقرا قتلو علاش قالي المعلمة كل يوم تشوي فيا بالعصا وتقلي يا بهيم نخاف منها منعني أمان سخفني و حمملي قلبي كلمت أمو قلتلها إمشي للمعلمة وكلمها يا خي هبططت راسها قاتلي مشيتلها أما باقي عبددتو الله غالب,TUN,أما بحكم إنو ماناش فرد مكتب كي نبدي راجعة ما نراهاش ياخي ليوم ريتها و كي العادة ولدها يبكي بالشهقة مشيتلو قتلو علاش تبكي قالي قلها تسيبني نحب نهرب وما نحبش نمشي نقرا قتلو علاش قالي المعلمة كل يوم تشوي فيا بالعصا وتقلي يا بهيم نخاف منها منعني أمان سخفني و حمملي قلبي كلمت أمو قلتلها إمشي للمعلمة وكلمها يا خي هبططت راسها قاتلي مشيتلها أما باقي عبددتو الله غالب,Maghreb,TUN,Tunisia,Tunis,Maghreb,Tunisia,Tunis,1.0624496922511091e-07,7.002793529904561e-06,2.6988627795942554e-09,1.0020497745469321e-07,4.4651022683424954e-08,8.857304576916153e-08,5.646466654579173e-08,2.4997498472568424e-07,2.9655626763525637e-06,7.133525853982241e-08,1.753286512176806e-07,2.344542716821249e-08,1.1504018850541988e-07,1.0496925193997028e-07,1.18268503723663e-07,5.880184442279489e-08,3.3862422705944666e-08,4.1895183521203635e-09,4.06882499164741e-08,5.674306664721622e-07,9.927548038071746e-08,1.202715948912036e-07,1.218102521840987e-07,0.1953928306827186,2.8108297433101697e-05,0.8045667891338024,"['أما', 'بحكم', 'إنو', 'ماناش', 'فرد', 'مكتب', 'كي', 'نبدي', 'راجعة', 'ما', 'نراهاش', 'ياخي', 'ليوم', 'ريتها', 'و', 'كي', 'العادة', 'ولدها', 'يبكي', 'بالشهقة', 'مشيتلو', 'قتلو', 'علاش', 'تبكي', 'قالي', 'قلها', 'تسيبني', 'نحب', 'نهرب', 'وما', 'نحبش', 'نمشي', 'نقرا', 'قتلو', 'علاش', 'قالي', 'المعلمة', 'كل', 'يوم', 'تشوي', 'فيا', 'بالعصا', 'وتقلي', 'يا', 'بهيم', 'نخاف', 'منها', 'منعني', 'أمان', 'سخفني', 'و', 'حمملي', 'قلبي', 'كلمت', 'أمو', 'قلتلها', 'إمشي', 'للمعلمة', 'وكلمها', 'يا', 'خي', 'هبططت', 'راسها', 'قاتلي', 'مشيتلها', 'أما', 'باقي', 'عبددتو', 'الله', 'غالب']",70
51,حيطنا قصير و ما عندي حد و ولات تبكي قلتلها أختي شببك قاتلي راجلي هارب عليا عندو 3سنين وأنا ما عنديش حد بش ياقفلي و ياخولي حقي,TUN,حيطنا قصير و ما عندي حد و ولات تبكي قلتلها أختي شببك قاتلي راجلي هارب عليا عندو 3سنين وأنا ما عنديش حد بش ياقفلي و ياخولي حقي,Maghreb,TUN,Tunisia,Tunis,Maghreb,Tunisia,Tunis,3.4164872270313456e-07,1.447875361061373e-05,1.14850189928351e-08,1.1465490956180103e-06,1.253737770656054e-07,1.3926882406754278e-07,1.139903601066036e-07,2.7147915409274736e-06,0.00025593885929361076,2.7159097774090397e-06,9.116463109134353e-07,3.3775159418391793e-07,1.809570509611787e-07,9.208139406676368e-07,6.6753534040781714e-06,1.0430373876568001e-06,7.423329220740065e-08,1.8984565916068645e-09,3.6474254605080794e-07,3.6520073824165177e-07,9.429961359129695e-07,1.73464877486885e-06,1.4198808406410787e-06,0.008214911478107791,0.38043215493035404,0.6110602338010442,"['حيطنا', 'قصير', 'و', 'ما', 'عندي', 'حد', 'و', 'ولات', 'تبكي', 'قلتلها', 'أختي', 'شببك', 'قاتلي', 'راجلي', 'هارب', 'عليا', 'عندو', '3سنين', 'وأنا', 'ما', 'عنديش', 'حد', 'بش', 'ياقفلي', 'و', 'ياخولي', 'حقي']",27
52,ورغم إنو لمرا هي و ولدها كانت باينا عليهم ملامح الخصاصة والفقر إلا إنها ما شكاتش مالفقر قتلي نحب شكون ياقف لولدي ويكلم المعلمة نحب ولدي يتعلم,TUN,ورغم إنو لمرا هي و ولدها كانت باينا عليهم ملامح الخصاصة والفقر إلا إنها ما شكاتش مالفقر قتلي نحب شكون ياقف لولدي ويكلم المعلمة نحب ولدي يتعلم,Maghreb,TUN,Tunisia,Tunis,Maghreb,Tunisia,Tunis,3.7283156603827445e-10,2.942906508293905e-08,3.2088184325006146e-11,4.4140431441341783e-10,1.7917497627070265e-10,2.1398219921421822e-10,1.8044586687232463e-10,1.3387923111732097e-09,2.674023146514591e-09,2.783071450085178e-10,1.0624863867844443e-09,2.999944691657989e-10,2.001997767881884e-10,3.3887928392829476e-10,4.015543113702534e-10,8.581903287853672e-10,1.499937497926354e-10,1.3021075106593078e-10,1.4098476331880428e-09,4.7337661964821095e-09,1.3687262352584265e-09,7.912048839510245e-10,2.0729515875899328e-10,0.0010425179033309191,8.810239307989495e-09,0.9989574261939658,"['ورغم', 'إنو', 'لمرا', 'هي', 'و', 'ولدها', 'كانت', 'باينا', 'عليهم', 'ملامح', 'الخصاصة', 'والفقر', 'إلا', 'إنها', 'ما', 'شكاتش', 'مالفقر', 'قتلي', 'نحب', 'شكون', 'ياقف', 'لولدي', 'ويكلم', 'المعلمة', 'نحب', 'ولدي', 'يتعلم']",27
53,هكاكة و جاو زوز نساء أخرين يشكيو مالمعلمة أو الغولة اللي مخوفا صغيرات السنة الأولي اللي مازالو كي حطو ساقيهم في بداية مسيرتهم التعليمية قلتلهم إشكيو قالولي كلمنا المدير أما حكاية فارغة و هذا الكلو يرجع لغياب إطارات الدولة وتهميش أهم قطاع,TUN,هكاكة و جاو زوز نساء أخرين يشكيو مالمعلمة أو الغولة اللي مخوفا صغيرات السنة الأولي اللي مازالو كي حطو ساقيهم في بداية مسيرتهم التعليمية قلتلهم إشكيو قالولي كلمنا المدير أما حكاية فارغة و هذا الكلو يرجع لغياب إطارات الدولة وتهميش أهم قطاع,Maghreb,TUN,Tunisia,Tunis,Maghreb,Tunisia,Tunis,1.1235136133536552e-09,1.4648887368768114e-06,2.0808220476300517e-10,3.757313501074746e-09,1.0252939565009656e-09,4.055063221819883e-09,2.0942313714864128e-09,6.837365527284163e-09,2.5769845529977416e-08,4.882360829098542e-09,2.168627631786198e-09,5.032426856789085e-09,8.666360766665807e-10,1.21851284192393e-08,1.2284593328581365e-08,6.9933278927781884e-09,3.9850015035170113e-10,2.2864628297292543e-10,1.3734956562072334e-08,3.548496621045123e-09,4.2130615137404564e-07,1.5039060833933205e-08,3.3125864371016368e-09,7.713058871782806e-05,5.451107198063558e-08,0.999920803159265,"['هكاكة', 'و', 'جاو', 'زوز', 'نساء', 'أخرين', 'يشكيو', 'مالمعلمة', 'أو', 'الغولة', 'اللي', 'مخوفا', 'صغيرات', 'السنة', 'الأولي', 'اللي', 'مازالو', 'كي', 'حطو', 'ساقيهم', 'في', 'بداية', 'مسيرتهم', 'التعليمية', 'قلتلهم', 'إشكيو', 'قالولي', 'كلمنا', 'المدير', 'أما', 'حكاية', 'فارغة', 'و', 'هذا', 'الكلو', 'يرجع', 'لغياب', 'إطارات', 'الدولة', 'وتهميش', 'أهم', 'قطاع']",42
54,يقوم عليه مستقبل الأجيال القادمة و مستقبل الدولة أنا نطلب من كل أعضاء الڨروب أي حد عندو سلطة أو معارف في قطاع التعليم إنو يوصل صوت هالصغيرات على فكرة المكتب هذا هو مكتب سيدي العلوي باب سعدون و الله لا يضيع أجر المحسنين و حسبي الله و نعم الوكيل.,TUN,يقوم عليه مستقبل الأجيال القادمة و مستقبل الدولة أنا نطلب من كل أعضاء الڨروب أي حد عندو سلطة أو معارف في قطاع التعليم إنو يوصل صوت هالصغيرات على فكرة المكتب هذا هو مكتب سيدي العلوي باب سعدون و الله لا يضيع أجر المحسنين و حسبي الله و نعم الوكيل,Maghreb,ALG,Algeria,Algiers,Maghreb,Tunisia,Tunis,1.529801757556932e-05,0.5222810586127401,4.5728358622851625e-06,7.547073794004996e-05,1.1209299457035011e-05,3.190753130684637e-05,5.790336017464455e-06,1.2896565055097739e-05,0.4354114222866274,3.538260691112562e-05,1.77431696588595e-05,1.949615552526659e-05,3.150954760569302e-05,6.688036301321909e-05,5.9239880279431555e-05,0.002536173354031902,2.7608338737096267e-06,0.026011804737350656,0.008906734086036545,2.4202138461656247e-05,0.00371450241717032,0.00011065391019441064,8.671593210188958e-05,0.00016482091739863174,0.00028830512274249936,7.344860506240893e-05,"['يقوم', 'عليه', 'مستقبل', 'الأجيال', 'القادمة', 'و', 'مستقبل', 'الدولة', 'أنا', 'نطلب', 'من', 'كل', 'أعضاء', 'الڨروب', 'أي', 'حد', 'عندو', 'سلطة', 'أو', 'معارف', 'في', 'قطاع', 'التعليم', 'إنو', 'يوصل', 'صوت', 'هالصغيرات', 'على', 'فكرة', 'المكتب', 'هذا', 'هو', 'مكتب', 'سيدي', 'العلوي', 'باب', 'سعدون', 'و', 'الله', 'لا', 'يضيع', 'أجر', 'المحسنين', 'و', 'حسبي', 'الله', 'و', 'نعم', 'الوكيل']",49
55,الكلنا راكبين في نفس الأسونسور غير أحنا مازال ماطاحش بينا شفتوها الدنيا قداش قصيرة زيدو أكرهو بعضكم و أحقدو على بعضكم الله يرحمكم و يصبر أهلهم هم السابقون و نحن اللحقون,TUN,الكلنا راكبين في نفس الأسونسور غير أحنا مازال ماطاحش بينا شفتوها الدنيا قداش قصيرة زيدو أكرهو بعضكم و أحقدو على بعضكم الله يرحمكم و يصبر أهلهم هم السابقون و نحن اللحقون,Maghreb,TUN,Tunisia,Tunis,Maghreb,Tunisia,Tunis,1.554780871607702e-07,0.00500176909169386,1.0133393024571698e-07,4.7004709670234945e-07,6.288881640029612e-07,4.95212789395745e-07,3.334231924607775e-07,5.350732809732227e-07,0.00011073469337515542,1.2368371718632572e-06,3.0230478560704225e-07,2.5474693021787697e-06,1.6062674448610757e-07,2.154086748414377e-06,4.055830833538599e-06,0.00015630005461193802,6.625481821119953e-08,1.475609022612903e-07,8.878237702009872e-06,2.273727812720765e-06,2.4664270919846022e-05,1.6832089601577937e-06,1.8555811697835705e-06,0.32777961791434845,0.0003064067147407512,0.6665924260768178,"['الكلنا', 'راكبين', 'في', 'نفس', 'الأسونسور', 'غير', 'أحنا', 'مازال', 'ماطاحش', 'بينا', 'شفتوها', 'الدنيا', 'قداش', 'قصيرة', 'زيدو', 'أكرهو', 'بعضكم', 'و', 'أحقدو', 'على', 'بعضكم', 'الله', 'يرحمكم', 'و', 'يصبر', 'أهلهم', 'هم', 'السابقون', 'و', 'نحن', 'اللحقون']",31
56,يعني جبت التايهة فكل من يهمهم الموضوع عارفين كل ده وامريكا بطور لقاح والمانيا كذلك وفرنسا واليابان ودول اخري واحنا ماشين بالتعاون مع الصين في موضوع كورونا لأسباب كلنا نعرفها,CAI,يعني جبت التايهة فكل من يهمهم الموضوع عارفين كل ده وامريكا بطور لقاح والمانيا كذلك وفرنسا واليابان ودول اخري واحنا ماشين بالتعاون مع الصين في موضوع كورونا لأسباب كلنا نعرفها,Nile Basin,CAI,Egypt,Cairo,Nile Basin,Egypt,Cairo,3.719712011050444e-06,3.0577681350346e-06,4.4339027254544775e-05,2.329618045930856e-05,0.026255865098905155,9.760003962681819e-07,9.072631353730313e-07,2.383393628992144e-06,2.771338330458918e-05,0.9729359329496614,1.1785685965391218e-05,0.00013041730514096918,2.1225570746256749e-07,0.0003035917926902449,3.138123582756171e-05,7.962057225736109e-05,1.42170152742577e-07,9.261360942587041e-08,1.0775188668797395e-05,1.0272945914831795e-07,2.812765406720888e-05,8.830900160411103e-06,1.1928715279332305e-05,4.194555811652121e-06,8.010284121515069e-05,5.030070958693413e-07,"['يعني', 'جبت', 'التايهة', 'فكل', 'من', 'يهمهم', 'الموضوع', 'عارفين', 'كل', 'ده', 'وامريكا', 'بطور', 'لقاح', 'والمانيا', 'كذلك', 'وفرنسا', 'واليابان', 'ودول', 'اخري', 'واحنا', 'ماشين', 'بالتعاون', 'مع', 'الصين', 'في', 'موضوع', 'كورونا', 'لأسباب', 'كلنا', 'نعرفها']",30
57,يعني ماذا تريد ان تقول لنا من خلال تلاعباتك الإسلوبية ومرادفاتك الكلامية الي بتوهنا فيها شيء سخيف ومقر,CAI,يعني ماذا تريد ان تقول لنا من خلال تلاعباتك الإسلوبية ومرادفاتك الكلامية الي بتوهنا فيها شيء سخيف ومقر,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Nile Basin,Egypt,Cairo,2.8342074921932323e-06,1.4676796838165207e-05,9.655956427924876e-07,1.290638464016328e-05,2.3998980834131937e-06,0.0002324702059272365,0.00012734621362167108,1.0737259328261602e-06,0.00013601690019157664,9.495003992715922e-06,9.617933053066531e-06,0.009459893432824579,1.7890128216616562e-06,0.0030765708025208543,3.529389642439636e-06,0.0006203927470086242,7.2328443724097395e-06,0.8341372925460303,0.0935521057386646,3.743672720739068e-07,0.05832040768581288,3.2906625593030104e-05,0.00017990938597844087,3.9531019241846406e-06,5.305900935531361e-05,7.804447628084185e-07,"['يعني', 'ماذا', 'تريد', 'ان', 'تقول', 'لنا', 'من', 'خلال', 'تلاعباتك', 'الإسلوبية', 'ومرادفاتك', 'الكلامية', 'الي', 'بتوهنا', 'فيها', 'شيء', 'سخيف', 'ومقر']",18
