,sentence,label,badspelling sentence,predict_region,predict_label,predict_country,predict_city,region,country,city,Aleppo,Algiers,Alexandria,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddha,Jerusalem,Khartoum,Mosul,Modern Standard Arabic,Muscat,Rabat,Riyadh,Salt,Sana'a,Sfax,Tripoli,Tunis
51,حيطنا قصير و ما عندي حد و ولات تبكي قلتلها أختي شببك قاتلي راجلي هارب عليا عندو 3سنين وأنا ما عنديش حد بش ياقفلي و ياخولي حقي,TUN,حيطنا قصير و ما عندي حد و ولات تبكي قلتلها اختي شببك قاتلي راجلي هارب عليا عندو 3سنين وانا ما عنديش حد بش ياقفلي و ياخولي حقي,Maghreb,TUN,Tunisia,Tunis,Maghreb,Tunisia,Tunis,7.712960741027743e-08,9.34594240921949e-06,2.205919239361072e-09,1.8496073388624294e-07,3.663715372999567e-08,1.0636118540643603e-07,1.275201583543611e-07,8.027412381320522e-07,0.00035357510223198147,4.5433973296532344e-07,2.8283757005048876e-07,5.449001913403704e-07,6.83869458831811e-08,7.238827482131267e-07,1.052479361518178e-06,5.436154961660699e-07,1.0073922229101359e-07,4.700674293617302e-10,1.587255758244959e-07,2.418762582896995e-07,7.767577568920914e-07,1.3827155055305636e-06,1.4674253751782161e-06,0.02034719281428847,0.1338729816165349,0.8454077678167317
52,ورغم إنو لمرا هي و ولدها كانت باينا عليهم ملامح الخصاصة والفقر إلا إنها ما شكاتش مالفقر قتلي نحب شكون ياقف لولدي ويكلم المعلمة نحب ولدي يتعلم,TUN,ورغم انو لمرا هي و ولدها كانت باينا عليهم ملامح الخصاصه والفقر الا انها ما شكاتش مالفقر قتلي نحب شكون ياقف لولدي ويكلم المعلمه نحب ولدي يتعلم,Maghreb,TUN,Tunisia,Tunis,Maghreb,Tunisia,Tunis,7.658928084363412e-09,7.338889779719646e-07,3.3806580752123997e-10,1.0610420193563412e-08,4.498468407851502e-09,1.9640130448523888e-08,2.6561287451879776e-08,7.2326153046635714e-09,2.4155366451066155e-06,1.1528116040802796e-08,2.9142819638543573e-08,5.75103581065846e-08,6.145950109867242e-09,8.336619259212152e-08,1.6066451171582462e-07,3.07491253963111e-08,9.206501460804199e-08,3.2947395074078984e-10,2.158690002746312e-07,3.6015039514230014e-08,6.598238983454199e-07,1.751327718870446e-06,1.0379406971114567e-07,0.09366363066409822,4.993743265525481e-06,0.9063249112958086
53,هكاكة و جاو زوز نساء أخرين يشكيو مالمعلمة أو الغولة اللي مخوفا صغيرات السنة الأولي اللي مازالو كي حطو ساقيهم في بداية مسيرتهم التعليمية قلتلهم إشكيو قالولي كلمنا المدير أما حكاية فارغة و هذا الكلو يرجع لغياب إطارات الدولة وتهميش أهم قطاع,TUN,هكاكه و جاو زوز نساء اخرين يشكيو مالمعلمه او الغوله اللي مخوفا صغيرات السنه الاولي اللي مازالو كي حطو ساقيهم في بدايه مسيرتهم التعليميه قلتلهم اشكيو قالولي كلمنا المدير اما حكايه فارغه و هذا الكلو يرجع لغياب اطارات الدوله وتهميش اهم قطاع,Maghreb,SFX,Tunisia,Sfax,Maghreb,Tunisia,Tunis,4.86366557700545e-10,1.7633220490133107e-06,1.145017418116604e-10,2.600653001019953e-09,5.616978119164909e-09,4.9250405802851485e-08,3.468248057484714e-08,3.607840623595514e-09,1.3429856316458626e-07,3.6687609002485726e-08,2.1411639735112466e-09,5.3725667307964335e-08,1.5243436201509802e-09,1.215157234523716e-07,7.89145619655369e-09,1.2315666971624796e-08,1.992683693865233e-07,1.0636215764552611e-10,3.4730451510283977e-08,6.151187908072228e-09,1.3512262089640611e-05,1.165733405550191e-07,2.686796482028196e-06,0.8421789046465877,1.0791309399360231e-05,0.15779151837426064
54,يقوم عليه مستقبل الأجيال القادمة و مستقبل الدولة أنا نطلب من كل أعضاء الڨروب أي حد عندو سلطة أو معارف في قطاع التعليم إنو يوصل صوت هالصغيرات على فكرة المكتب هذا هو مكتب سيدي العلوي باب سعدون و الله لا يضيع أجر المحسنين و حسبي الله و نعم الوكيل.,TUN,يقوم عليه مستقبل الاجيال القادمه و مستقبل الدوله انا نطلب من كل اعضاء الڨروب اي حد عندو سلطه او معارف في قطاع التعليم انو يوصل صوت هالصغيرات علي فكره المكتب هذا هو مكتب سيدي العلوي باب سعدون و الله لا يضيع اجر المحسنين و حسبي الله و نعم الوكيل,Gulf,RIY,Saudi Arabia,Riyadh,Maghreb,Tunisia,Tunis,2.792849945538518e-06,4.994656419786086e-05,2.1493643305964443e-07,1.2112182834029333e-05,9.349416275388613e-06,0.00015109130431831922,0.00015991614495786962,3.5656750463586337e-06,0.004871471796908496,3.786576439520454e-05,7.521746993748897e-06,0.0021734875618036006,1.016334487602052e-06,0.00037016163667086906,3.451337517997187e-05,0.0005291316078409379,0.0009521538658022747,1.3298173142195614e-06,0.0008602741261346133,7.823557111984006e-07,0.8688022629813394,0.00456460502513729,0.03261105274749384,0.008255252287963106,0.07520520415101017,0.00033292374380495924
55,الكلنا راكبين في نفس الأسونسور غير أحنا مازال ماطاحش بينا شفتوها الدنيا قداش قصيرة زيدو أكرهو بعضكم و أحقدو على بعضكم الله يرحمكم و يصبر أهلهم هم السابقون و نحن اللحقون,TUN,الكلنا راكبين في نفس الاسونسور غير احنا مازال ماطاحش بينا شفتوها الدنيا قداش قصيره زيدو اكرهو بعضكم و احقدو علي بعضكم الله يرحمكم و يصبر اهلهم هم السابقون و نحن اللحقون,Maghreb,SFX,Tunisia,Sfax,Maghreb,Tunisia,Tunis,6.11694088205049e-10,3.39602041262902e-06,5.7136702755707204e-11,1.2699239398514988e-09,1.120115547862928e-09,1.510902310120279e-08,1.1076277898073745e-08,1.476667511867667e-09,1.086312586094082e-06,7.464652769815206e-09,1.0800504817422025e-09,1.0972071866457573e-07,7.219588433164022e-10,4.1924955457354026e-08,1.5598749360179763e-08,4.5618592503890576e-07,3.0576213114535845e-09,1.904691551179368e-10,4.5855254268745427e-08,1.905221996112741e-08,2.536467430114299e-07,8.262066349883635e-08,8.573034794671071e-08,0.9984090131709292,0.0008773828039552139,0.0007079681209482955
56,يعني جبت التايهة فكل من يهمهم الموضوع عارفين كل ده وامريكا بطور لقاح والمانيا كذلك وفرنسا واليابان ودول اخري واحنا ماشين بالتعاون مع الصين في موضوع كورونا لأسباب كلنا نعرفها,CAI,يعني جبت التايهه فكل من يهمهم الموضوع عارفين كل ده وامريكا بطور لقاح والمانيا كذلك وفرنسا واليابان ودول اخري واحنا ماشين بالتعاون مع الصين في موضوع كورونا لاسباب كلنا نعرفها,Nile Basin,CAI,Egypt,Cairo,Nile Basin,Egypt,Cairo,2.5583403419836744e-06,2.0799744090175804e-06,3.444092940691402e-05,1.7513836446252515e-05,0.024078569323139218,7.916860850667439e-07,1.0683514406711699e-06,1.8710742447060277e-06,2.3410974452207647e-05,0.975186025068276,1.0294884263343826e-05,0.0001187467436436183,1.5130583003811022e-07,0.00028206705367309916,2.393210228169075e-05,7.493628318270167e-05,2.0203481297023627e-07,6.921323103415219e-08,9.445808075276008e-06,8.574060365410006e-08,2.9134418776506e-05,9.917751752787797e-06,1.651131662110437e-05,4.633628844113652e-06,7.101669275949884e-05,5.254634065076506e-07
57,يعني ماذا تريد ان تقول لنا من خلال تلاعباتك الإسلوبية ومرادفاتك الكلامية الي بتوهنا فيها شيء سخيف ومقر,CAI,يعني ماذا تريد ان تقول لنا من خلال تلاعباتك الاسلوبيه ومرادفاتك الكلاميه الي بتوهنا فيها شيء سخيف ومقر,Gulf,MSA,Modern Standard Arabic,Modern Standard Arabic,Nile Basin,Egypt,Cairo,2.1888315108904856e-06,1.562698828573917e-05,8.29813993100767e-07,1.2360682260113682e-05,3.071932030252809e-06,0.0006387429623905921,0.0002820417347727173,7.227175685553116e-07,0.0002814630146673462,2.351098965194036e-05,9.961197003117373e-06,0.02095199972677171,2.006960940133685e-06,0.0057650018643072174,4.886377222601571e-06,0.0008399036687536003,3.9478295101875984e-05,0.395835290969665,0.38636537063413834,3.644680677965785e-07,0.18762737188608952,6.352053448603363e-05,0.0009523630224795263,6.4240285859353154e-06,0.0002746742967922448,8.224024641045453e-07
58,جاد و بيان اتخانقوا على الطريق بعد ما حاول يقنعها انها تسيب غمار و ترجع عن قرار انهم يسيبوا بعض تفتكروا ايه اللى هيحصل,CAI,جاد و بيان اتخانقوا علي الطريق بعد ما حاول يقنعها انها تسيب غمار و ترجع عن قرار انهم يسيبوا بعض تفتكروا ايه اللي هيحصل,Nile Basin,CAI,Egypt,Cairo,Nile Basin,Egypt,Cairo,1.3001131583885779e-05,4.129591741025121e-06,9.858403666754718e-05,0.0008920099527170557,0.00385166991323876,9.517088450944083e-06,2.3870016334183257e-05,3.113339113352526e-05,0.00014698405752299232,0.9660585848959888,9.286479480330332e-05,3.890103301522024e-05,1.8012603110018564e-07,0.0010490940599834284,0.0007448136652806734,0.0008830426521338934,1.3433509463350311e-05,1.4767733097063878e-06,0.00034376215183742946,3.003807610858505e-07,0.004604242339693616,0.016276934036666472,0.0007824857290604099,1.0391749937711024e-05,0.004027894127350656,6.987952933476296e-07
59,أنا بحبك أوي يا مي من الإسكندرية منطقه العجمى الهانوفيل,CAI,انا بحبك اوي يا مي من الاسكندريه منطقه العجمي الهانوفيل,Levant,BEI,Lebanon,Beirut,Nile Basin,Egypt,Cairo,0.0013017796902987338,2.924213571369771e-06,0.00019953491263882784,0.01153944877352719,0.029159735526695995,0.00025303711001861424,0.006775230617116971,0.43004240051979536,0.06332108397305627,0.0189563996778531,0.008920337185854237,0.10343904938360342,7.510521458873703e-07,0.028715317688923294,0.02003104500260737,0.015709847402287713,0.0010776818789369562,3.136677232951059e-07,0.003510349295953282,1.9007314232256883e-07,0.03232878773904777,0.0962927270743035,0.12652382004142737,2.6987618521956842e-05,0.0018663948514696335,4.8250294794692125e-06
60,مى وأمل صاحبتها وهما بيطبخوا مع بعض مسخرة أعمل منشن لصاحبك اللى لما بتخش معاه المطبخ بيحصل كدة,CAI,مي وامل صاحبتها وهما بيطبخوا مع بعض مسخره اعمل منشن لصاحبك اللي لما بتخش معاه المطبخ بيحصل كده,Nile Basin,ASW,Egypt,Aswan,Nile Basin,Egypt,Cairo,4.133930247234999e-07,1.4583174471151244e-08,3.858288326284597e-05,5.954832085223387e-05,0.9969877316807009,7.553172273359466e-08,7.974042880613259e-08,1.4236307347345759e-06,2.9988257411909666e-06,0.002798251841296389,1.6626922354506553e-06,5.52923656104184e-06,4.357482589455302e-09,1.970117161671838e-05,2.26120985997326e-05,7.76216695351424e-06,1.9934449263793826e-07,2.3975780339074263e-09,4.908817630876896e-07,7.096151337502362e-09,1.7375418395405564e-06,2.6463114954478442e-05,2.170064706292378e-05,5.09848231035769e-08,2.9422175068792174e-06,1.36194400609208e-08
61,المهم ماتتكررش كتير عشان الصحة والكوليسترول والرشاقة و في البادية طبيعة حياتهم مختلفة من حيث المجهود البدني والبرودة عايشين في خيم فطبيعة جسمهم خلقة ربنا بتحرق كتير,CAI,المهم ماتتكررش كتير عشان الصحه والكوليسترول والرشاقه و في الباديه طبيعه حياتهم مختلفه من حيث المجهود البدني والبروده عايشين في خيم فطبيعه جسمهم خلقه ربنا بتحرق كتير,Nile Basin,CAI,Egypt,Cairo,Nile Basin,Egypt,Cairo,3.034577757674902e-05,1.5870249125648917e-06,9.659358164130888e-05,0.0015372401240971727,0.002019208564833628,5.768341339831745e-07,7.517749047209005e-07,3.117860432251225e-05,0.0001299553717217573,0.9483216062133052,0.00012553489720281948,8.507252121670727e-06,1.4447236112741018e-07,0.00021263492084022716,0.04577877424722704,0.0005222562205321439,5.535174917803759e-07,9.226703400230707e-08,1.0525766736728743e-05,1.2323561024201036e-07,1.79752775023202e-05,8.784236699425472e-05,0.00016516304140194103,2.124804155988564e-06,0.0008982749688190485,4.288725192243605e-07
62,ده الا يفوته الحلقه كسبان هو في حد بيسمع ابو حمالات دلوقتي هي ناقصه تعري,CAI,ده الا يفوته الحلقه كسبان هو في حد بيسمع ابو حمالات دلوقتي هي ناقصه تعري,Nile Basin,CAI,Egypt,Cairo,Nile Basin,Egypt,Cairo,1.3633748228691963e-08,4.7619663487005695e-09,2.1758820082340404e-06,1.389834142123988e-07,0.0021547970097879074,4.121269488572162e-09,9.048734472103132e-09,3.901861069651547e-09,6.629664306856795e-07,0.9978370863937392,3.16549524314216e-08,1.6834480392284927e-08,2.4167118959320753e-09,1.782910114334834e-07,6.194338012131415e-08,1.379538027637158e-07,1.3073457700612555e-08,1.1217063739212844e-09,2.081166764449477e-08,7.565097442853737e-10,5.3301478546832264e-08,3.144246043420706e-08,1.6523140582864212e-06,5.814109175580519e-09,2.8936277058095477e-06,1.9395474059564494e-09
63,الف تحيه لاهل الاردن وشكرا يا مي اللي بتذاكر ينه يا احلى اكلات بلادنا الحبيبه تسلم الايادي انا فلسطينيه كنت عايشه بالاردن,CAI,الف تحيه لاهل الاردن وشكرا يا مي اللي بتذاكر ينه يا احلي اكلات بلادنا الحبيبه تسلم الايادي انا فلسطينيه كنت عايشه بالاردن,Nile Basin,CAI,Egypt,Cairo,Nile Basin,Egypt,Cairo,1.2142948786190596e-05,2.9479618738450436e-07,9.787651562206835e-05,0.0005979345447616143,0.32230345195350857,3.852250552846158e-05,0.00013029632181423632,9.957959052066588e-05,0.0006386811180354398,0.5182170348826192,0.00012730732750525697,0.0009342912887644382,3.973669583199686e-07,0.007146162743761603,0.0003161998660274635,0.0001235593167369402,6.676061884345817e-05,5.0909769471999336e-08,0.00010386668799232756,1.1115497140020065e-07,0.00216972337376971,0.12297409292705758,0.02317765371306267,5.158923836878262e-06,0.0007183354069553871,5.131966031466984e-07
64,ما شاء الله يا دكتور ربنا يحفظك ويبارك فى عمرك ويارب دائما فى تقدم ورقى,CAI,ما شاء الله يا دكتور ربنا يحفظك ويبارك في عمرك ويارب دائما في تقدم ورقي,Gulf,DOH,Qatar,Doha,Nile Basin,Egypt,Cairo,4.501698952042246e-05,5.661238802593091e-06,1.8468314615234716e-06,0.0003196306934655489,2.0655740369162114e-05,0.000267464787350286,0.00024288917826252124,1.7191227159638788e-05,0.0013282339285424292,4.800532810854367e-05,0.0003419982623784138,0.8277887813755082,2.9338393555854085e-06,0.005602350544068761,0.00016807655121520854,0.1523420330337455,2.5885678043857186e-05,1.2090817216641784e-05,0.0007883029417739593,6.838302609334669e-07,0.007917259816501132,0.00040574454871984813,0.0011820123868715154,2.9835522514731818e-05,0.0010933233401047454,2.091568678678992e-06
65,مييويى الفلاحين فى مصر زمان موش عارفة دلوقتى ايه كان لازم الارز المصرى اكيد بالشعرية أو إذا مافيش شعرية لازم يحمروا شوية ارز ويبقى لونهم زى الشعرية,CAI,مييويي الفلاحين في مصر زمان موش عارفه دلوقتي ايه كان لازم الارز المصري اكيد بالشعريه او اذا مافيش شعريه لازم يحمروا شويه ارز ويبقي لونهم زي الشعريه,Nile Basin,CAI,Egypt,Cairo,Nile Basin,Egypt,Cairo,1.305815582107023e-07,5.228376187055279e-07,1.5764817960664327e-06,2.125940461750581e-06,0.001084380463285117,1.342195201496447e-06,1.7383683702984366e-06,6.300665353747794e-07,1.1744984641034712e-05,0.9644798268173378,5.302994264257759e-07,7.038022702978233e-06,4.324666330421763e-09,7.748466315870725e-05,1.6008344548834865e-06,3.689979384655549e-06,3.494058658568446e-06,5.857002493058818e-10,1.792305363699718e-06,9.371094520261592e-10,2.939654666154401e-05,2.187661708728973e-05,0.0001230175500580989,2.099851618510891e-06,0.034143887745235225,6.694190743985064e-08
